,PC1,PC2
MFCC_0,-0.2949788342611848,-0.030097539200344456
MFCC_1,0.4189483751496296,0.20335037201527623
MFCC_2,-0.11380756844319655,-0.11140895663231196
MFCC_3,-0.29611887570047646,-0.16458801233258724
MFCC_4,-0.11030241275274393,-0.04193095061676098
MFCC_5,0.23984561125170176,0.09837548988914137
MFCC_6,0.13492656850424112,-0.1089902174735736
MFCC_7,-0.17263471318033774,-0.27711256523701444
MFCC_8,0.2732325065662402,-0.17811855123449927
MFCC_9,0.3590724586695422,0.09688994875105614
MFCC_10,0.23664808605550786,0.07523210625487349
MFCC_11,-0.28554045137190626,-0.10271970328800016
MFCC_12,0.038897767567725366,-0.14416424056661298
MFCC_13,-0.0014463228525515063,0.12294029828598019
MFCC_14,-0.0354118227873208,0.23887084205158332
MFCC_15,-0.15271295034323368,0.19868312737624688
MFCC_16,0.005954772030895601,0.3206075962527576
MFCC_17,-0.21729595174719593,0.14579126636775203
MFCC_18,-0.12655843678954726,0.31420842006654776
MFCC_19,-0.15176420836070476,0.25167316639069814
MFCC_20,-0.03085880240673146,0.29341700060755277
MFCC_21,-0.10595004491290194,0.14370132730469168
MFCC_22,0.017583305418882,0.2896436495249873
MFCC_23,-0.08847346266653705,0.1817590182003831
MFCC_24,-0.10260803239815292,0.2991162446618474
MFCC_25,-0.18646835572923673,0.1706571322048667
