,PC1,PC2
MFCC_0,-0.1756468258295736,-0.2700583869155648
MFCC_1,0.08866501225039906,0.4592666325884534
MFCC_2,0.006424917918726685,-0.11948477764948143
MFCC_3,-0.07198828970513983,-0.3196963919888885
MFCC_4,-0.05743889440755813,-0.06445537353801913
MFCC_5,0.10920333801735523,0.19721507229777782
MFCC_6,0.1907985461304237,0.01159581015214231
MFCC_7,0.10599320184148145,-0.31761864251645167
MFCC_8,0.3460629223648997,0.08462541789100068
MFCC_9,0.22004559296485532,0.32106774401269433
MFCC_10,0.16333719934051824,0.26775017181081595
MFCC_11,-0.09103106778988498,-0.2635861018049057
MFCC_12,0.1702160131557695,-0.09971308734024478
MFCC_13,-0.11705346546447666,0.1516973600001854
MFCC_14,-0.20870654138118772,0.15876684647198044
MFCC_15,-0.20999458541732494,0.02208721209632838
MFCC_16,-0.10054580890215525,0.16762556440117204
MFCC_17,-0.27413374523560546,0.02649147303653269
MFCC_18,-0.3325763530533085,0.1711929897855713
MFCC_19,-0.36526100372390385,0.12961998862619425
MFCC_20,-0.18903515051617403,0.12005759306394934
MFCC_21,-0.1742853532449936,0.047457391720665834
MFCC_22,-0.118691324419538,0.20423781586035622
MFCC_23,-0.16335199266750486,0.09155075492115144
MFCC_24,-0.20964196979251476,0.05119955111643082
MFCC_25,-0.2821543642094683,-0.035242564890456046
