,PC1,PC2
MFCC_0,-0.17564682638769286,-0.2700583877956666
MFCC_1,0.08866501214488774,0.45926663238733195
MFCC_2,0.006424917523359163,-0.11948477799184633
MFCC_3,-0.07198828863776299,-0.31969639046940374
MFCC_4,-0.0574388947258984,-0.06445537384887243
MFCC_5,0.10920333790771426,0.19721507187758783
MFCC_6,0.19079854499022073,0.011595808302879403
MFCC_7,0.10599320160342772,-0.31761864308914706
MFCC_8,0.3460629223816169,0.08462541797423312
MFCC_9,0.22004559366959664,0.32106774502208124
MFCC_10,0.1633371987174592,0.26775017124333667
MFCC_11,-0.09103106769515619,-0.2635861015544019
MFCC_12,0.17021601386231458,-0.09971308625765647
MFCC_13,-0.11705346511425314,0.1516973605876483
MFCC_14,-0.20870654118684678,0.15876684683099343
MFCC_15,-0.20999458594286538,0.022087211138983095
MFCC_16,-0.10054580873578098,0.16762556447805585
MFCC_17,-0.27413374560218673,0.026491472448164317
MFCC_18,-0.33257635312358813,0.17119298942048083
MFCC_19,-0.36526100401144873,0.1296199885781605
MFCC_20,-0.18903514968875146,0.12005759435031303
MFCC_21,-0.1742853530334068,0.047457392056055966
MFCC_22,-0.11869132430771634,0.20423781583852268
MFCC_23,-0.16335199305567674,0.09155075431196305
MFCC_24,-0.20964196937584526,0.05119955163022837
MFCC_25,-0.2821543643723917,-0.03524256508207339
