,PC1,PC2
MFCC_0,-0.32769253343833293,-0.017462617331689977
MFCC_1,0.43965992348645877,0.2537309759867672
MFCC_2,-0.04560075158524528,-0.08379836961543169
MFCC_3,-0.27352637761434434,-0.24137308020703857
MFCC_4,-0.09313265735041797,-0.07358354764326472
MFCC_5,0.22868959338723588,0.07001803514774639
MFCC_6,0.17042894390793548,-0.08046526702397115
MFCC_7,-0.14468361219468315,-0.2921282522889224
MFCC_8,0.2938618233883592,-0.1884848248100229
MFCC_9,0.3608835707976826,0.05406544974278376
MFCC_10,0.2412497781626726,0.10009145657039431
MFCC_11,-0.27146298851032596,-0.12369522136614147
MFCC_12,0.03332663028569037,-0.1966914326138095
MFCC_13,0.020032920310828393,0.12358435844097351
MFCC_14,-0.013639939316110027,0.25168721058129306
MFCC_15,-0.17404919669743332,0.19392580486884925
MFCC_16,0.0007947171260595178,0.27026629487968684
MFCC_17,-0.1547253549428644,0.20550335764520622
MFCC_18,-0.08901870213528007,0.3111702696571953
MFCC_19,-0.14044551303307354,0.3069617746304032
MFCC_20,-0.052856094533579444,0.2169339649435869
MFCC_21,-0.11385724954467173,0.16176430816252843
MFCC_22,-0.0030684716025250114,0.20631638487998388
MFCC_23,-0.1006799948690606,0.17762706788161778
MFCC_24,-0.12024640636013707,0.2312955487245439
MFCC_25,-0.19758545929885682,0.20505542093299045
