,PC1,PC2
MFCC_0,-0.3276925334226548,-0.01746261734174282
MFCC_1,0.43965992344683025,0.2537309765669331
MFCC_2,-0.04560075181170251,-0.08379836841855494
MFCC_3,-0.2735263775070615,-0.2413730811792422
MFCC_4,-0.09313265728340892,-0.07358354826823688
MFCC_5,0.22868959336488226,0.07001803563078257
MFCC_6,0.1704289438920732,-0.08046526624204836
MFCC_7,-0.14468361206007888,-0.29212825241417434
MFCC_8,0.29386182365334157,-0.18848482674888073
MFCC_9,0.36088357096089296,0.05406544822328136
MFCC_10,0.24124977781666865,0.10009145852455022
MFCC_11,-0.27146298872426866,-0.1236952198853956
MFCC_12,0.033326630235301004,-0.19669143234252914
MFCC_13,0.02003292036419074,0.12358435826890418
MFCC_14,-0.013639939364610736,0.2516872109597972
MFCC_15,-0.17404919653988146,0.19392580485542016
MFCC_16,0.000794717120737791,0.2702662959678057
MFCC_17,-0.15472535495446116,0.20550335781965076
MFCC_18,-0.08901870191548827,0.31117026777631124
MFCC_19,-0.14044551296619573,0.30696177321227885
MFCC_20,-0.05285609457871794,0.21693396474939544
MFCC_21,-0.11385724974023637,0.16176430931614658
MFCC_22,-0.003068471506110689,0.20631638468553562
MFCC_23,-0.10067999492991926,0.17762706856393398
MFCC_24,-0.12024640625877206,0.23129554801921548
MFCC_25,-0.19758545929876611,0.20505542083172126
