,PC1,PC2
MFCC_0,-0.32769253349318317,-0.017462617316126285
MFCC_1,0.43965992348188915,0.2537309759149002
MFCC_2,-0.04560075166544003,-0.08379836962448177
MFCC_3,-0.2735263773949028,-0.24137307993915902
MFCC_4,-0.0931326573825471,-0.07358354775821643
MFCC_5,0.2286895934800823,0.07001803527089906
MFCC_6,0.17042894383435347,-0.08046526714316989
MFCC_7,-0.14468361218953474,-0.29212825231834105
MFCC_8,0.29386182333948013,-0.18848482482802636
MFCC_9,0.36088357092268336,0.05406544993024871
MFCC_10,0.24124977800827,0.10009145634053272
MFCC_11,-0.2714629885381164,-0.12369522148846328
MFCC_12,0.03332663029733673,-0.19669143258648555
MFCC_13,0.02003292025482175,0.1235843582511953
MFCC_14,-0.01363993933042093,0.25168721047199377
MFCC_15,-0.17404919685697043,0.1939258044757663
MFCC_16,0.0007947172545271173,0.2702662949622823
MFCC_17,-0.15472535488398328,0.20550335788748628
MFCC_18,-0.08901870209401493,0.31117026993929836
MFCC_19,-0.14044551322152382,0.3069617743339926
MFCC_20,-0.05285609438722358,0.2169339650543847
MFCC_21,-0.1138572495135477,0.16176430815603365
MFCC_22,-0.0030684715123535343,0.20631638516692186
MFCC_23,-0.1006799949272889,0.1776270679964319
MFCC_24,-0.12024640618229605,0.23129554892483706
MFCC_25,-0.19758545937216568,0.2050554207195895
