,PC1,PC2
MFCC_0,-0.1756468263910161,-0.2700583876821604
MFCC_1,0.08866501213576396,0.4592666319832959
MFCC_2,0.006424917378355625,-0.11948477860505818
MFCC_3,-0.07198828852328659,-0.3196963896801435
MFCC_4,-0.05743889481343272,-0.06445537432616526
MFCC_5,0.109203338052721,0.19721507304516733
MFCC_6,0.1907985449937953,0.011595808280018396
MFCC_7,0.10599320166254525,-0.3176186433302803
MFCC_8,0.3460629223177813,0.0846254170526823
MFCC_9,0.2200455937372105,0.32106774543118505
MFCC_10,0.16333719851530146,0.2677501703737234
MFCC_11,-0.09103106774415988,-0.26358610177066155
MFCC_12,0.1702160139087951,-0.09971308562771516
MFCC_13,-0.11705346514595391,0.1516973599103427
MFCC_14,-0.2087065412086854,0.15876684658164256
MFCC_15,-0.209994585978878,0.022087210297551917
MFCC_16,-0.10054580864312776,0.16762556524132763
MFCC_17,-0.27413374556873094,0.026491472679970544
MFCC_18,-0.33257635301009286,0.17119299027526688
MFCC_19,-0.3652610042287274,0.1296199870471493
MFCC_20,-0.18903514964387086,0.12005759506381124
MFCC_21,-0.1742853530261185,0.047457392339891116
MFCC_22,-0.11869132419635528,0.2042378165866891
MFCC_23,-0.1633519930344733,0.09155075429539365
MFCC_24,-0.2096419692730762,0.05119955245501926
MFCC_25,-0.28215436443783953,-0.03524256591929208
