,PC1,PC2
CHROMA_0,-0.11147723306240985,-0.14994351213785154
CHROMA_1,-0.12278973047751732,-0.13423261742865916
CHROMA_2,-0.14206228787672703,-0.14495438010930609
CHROMA_3,-0.1399803436512154,-0.17070310581322315
CHROMA_4,-0.13640120554840726,-0.07983329113362593
CHROMA_5,-0.14373162041199816,-0.008686629464006152
CHROMA_6,-0.14336565578798424,0.006348292621466519
CHROMA_7,-0.13533377222871132,0.015941984251571843
CHROMA_8,-0.14498135593822492,0.004706300984934434
CHROMA_9,-0.1563074280813335,-0.028237690522433193
CHROMA_10,-0.14155381084053406,-0.05943266315129103
CHROMA_11,-0.10117174701370958,-0.12922200086060798
CHROMA_12,0.21976457731362267,0.1160589451539804
CHROMA_13,0.22957226604793077,0.14235430077411973
CHROMA_14,0.22392282320759474,0.15736050127354065
CHROMA_15,0.198007289096823,0.15008039486300087
CHROMA_16,0.19172096996024124,0.1301679245544192
CHROMA_17,0.20013974310239158,0.09352044126467204
CHROMA_18,0.19760961606920444,0.06683978298650899
CHROMA_19,0.1646066494180547,0.04312225119262446
CHROMA_20,0.172021318829215,0.061215306449827714
CHROMA_21,0.20597045449776175,0.09088616747248458
CHROMA_22,0.18581676141392628,0.09403426821281578
CHROMA_23,0.19444093178942526,0.09084738214751444
CENS_0,-0.01988562522431842,-0.08835445213661759
CENS_1,-0.05354953946242246,-0.0892803168238114
CENS_2,-0.0042550964833084175,-0.0731895233424792
CENS_3,-0.006491350625162343,-0.06902720490615481
CENS_4,0.016796082100931864,-0.07515696293113135
CENS_5,0.019975088957260433,-0.061626426686572915
CENS_6,0.03257945690978588,-0.043832360301920024
CENS_7,-0.05022906723544717,0.1862129635184031
CENS_8,0.008766693191502615,0.10712247150564974
CENS_9,0.08203725097627812,-0.05531503631688318
CENS_10,0.11270165233960268,-0.07047922126041893
CENS_11,0.14631931151847805,-0.08788237296699895
CENS_12,-0.06756374173916972,0.04722336589023393
CENS_13,-0.036293545370504256,0.09011827427958155
CENS_14,-0.05000361284629011,0.056495910732103576
CENS_15,-0.05266265216808944,0.0578473194060611
CENS_16,-0.05685351728542457,0.06616333504080885
CENS_17,-0.07439845773372782,0.05752725929465009
CENS_18,-0.0803647222093147,0.09189438383309147
CENS_19,-0.046717384235323775,0.10368814870922334
CENS_20,-0.03813990987690708,0.04416719338713443
CENS_21,-0.047459610842203,0.07026163237071878
CENS_22,-0.040506544589407105,0.0796667468656212
CENS_23,-0.05842745888410109,0.0708929061296011
SPECTRAL_CENTROID_0,0.13978068479463301,-0.09887470354871351
SPECTRAL_CENTROID_1,0.07121141173194283,-0.13143673340359796
SPECTRAL_BANDWIDTH_0,0.20405317687439722,-0.24686047215682544
SPECTRAL_BANDWIDTH_1,0.043746330728534046,-0.005841348696273824
SPECTRAL_CONTRAST_0,-0.03491175866765537,0.014633732256038003
SPECTRAL_CONTRAST_1,-0.032156259871995156,-0.03245794317919881
SPECTRAL_CONTRAST_2,-0.04313260943900955,0.10848800972897571
SPECTRAL_CONTRAST_3,0.038786829721154145,0.09050518835076225
SPECTRAL_CONTRAST_4,-0.13739116056897668,0.4344221255669622
SPECTRAL_CONTRAST_5,0.02343198746476402,-0.01431714462696296
SPECTRAL_CONTRAST_6,0.17004605969317632,-0.3171048042856151
SPECTRAL_CONTRAST_7,0.00048083214496865854,0.007528824928909615
SPECTRAL_CONTRAST_8,-0.008717854910267457,-0.05840652867171275
SPECTRAL_CONTRAST_9,-0.013472843838872114,0.038660197677735375
SPECTRAL_CONTRAST_10,0.035987548878430836,0.026446508733673914
SPECTRAL_CONTRAST_11,-0.01731095873556956,0.1331944553438854
SPECTRAL_CONTRAST_12,0.06031392313042567,-0.08353105579745254
SPECTRAL_CONTRAST_13,0.10227598452367838,-0.18034489034065584
SPECTRAL_FLATNESS_0,0.054504930622377344,-0.0699092881172485
SPECTRAL_FLATNESS_1,0.06165990873141812,-0.11274420614606227
SPECTRAL_ROLLOFF_0,0.2048772068959029,-0.11944443423525064
SPECTRAL_ROLLOFF_1,0.10341727964866645,-0.1160508748124957
TONNETZ_0,0.0026147854983560996,0.057922921763172194
TONNETZ_1,-0.05959958812451521,0.10750385634317244
TONNETZ_2,-0.020340028375997975,0.1405891643572817
TONNETZ_3,-0.04037215121421628,0.045896500398148056
TONNETZ_4,-0.05751068674334643,0.08184694140856344
TONNETZ_5,0.017375683132856944,-0.11853805679358606
TONNETZ_6,-0.020401896036851747,0.023602417604636553
TONNETZ_7,-0.0670275523935209,0.055648137981749404
TONNETZ_8,-0.025683678154929605,0.06658162798154164
TONNETZ_9,-0.024058593517440514,0.021349493121500272
TONNETZ_10,-0.0343082624361616,0.03636928908618835
TONNETZ_11,-0.03219141529268926,0.04946761992141147
ENTROPY_0,0.01693672565052864,-0.037297194333881456
