,PC1,PC2
CHROMA_0,0.036934569092797596,-0.1875727256283838
CHROMA_1,0.01668776952308039,-0.19363070965091358
CHROMA_2,0.0124774208274065,-0.2201394019769544
CHROMA_3,0.07069435906722628,-0.19777375244018622
CHROMA_4,-0.003106148448969265,-0.14776550807562822
CHROMA_5,-0.09866898121399596,-0.1503657458175238
CHROMA_6,-0.11792569433838147,-0.13962838870233793
CHROMA_7,-0.12982392183009756,-0.12308984942689082
CHROMA_8,-0.1225015450420571,-0.13088908428883936
CHROMA_9,-0.09845114311649002,-0.14559766709067534
CHROMA_10,-0.06109832892204953,-0.15448070332770775
CHROMA_11,0.023206559553052408,-0.16558577112504513
CHROMA_12,0.028694503106744394,0.24814324322771658
CHROMA_13,0.008215570913828263,0.2639298054612837
CHROMA_14,-0.012803643078763449,0.2624579394725117
CHROMA_15,-0.0365792636359775,0.22223438666925888
CHROMA_16,-0.01670158054098957,0.2173067543139098
CHROMA_17,0.035586071375579426,0.22434888495836286
CHROMA_18,0.057508474175530434,0.19652322410375261
CHROMA_19,0.05801746000981986,0.14336782969706513
CHROMA_20,0.05872426691929953,0.15360377197123457
CHROMA_21,0.053915474498418055,0.20621715314586198
CHROMA_22,0.03863134319442287,0.1978976843529372
CHROMA_23,0.0416683449160439,0.20984383894759617
CENS_0,0.04459801157798852,-0.033528464702909336
CENS_1,0.042073129703656675,-0.08502035870274118
CENS_2,0.05717977465954548,-0.06294325948340804
CENS_3,0.05864940938872549,-0.05624584812289521
CENS_4,0.06429622152010601,-0.08308687898631788
CENS_5,0.07367932439400088,-0.04216235950797423
CENS_6,0.05513845292957874,-0.025014068257046496
CENS_7,-0.19364087237709474,0.06715829650039506
CENS_8,-0.08548874170780212,0.07492280384612163
CENS_9,0.0949379855231946,0.04519764703035474
CENS_10,0.11739343660950793,0.04746200635339189
CENS_11,0.12861540943065913,0.06279629075959944
CENS_12,-0.03923610948938214,-0.0005876802623172708
CENS_13,-0.047801326186379986,0.030366840664711472
CENS_14,-0.035612606296420546,0.006946269728722724
CENS_15,-0.01295121868150193,0.01991921818094379
CENS_16,-0.03281942581907484,-0.008751673133219721
CENS_17,-0.026683597507234067,0.0065517910901584445
CENS_18,-0.06073727639066562,0.027056699066487857
CENS_19,-0.0846930065816835,0.04554596387456185
CENS_20,-0.021408054555374215,0.016106989360199515
CENS_21,-0.039599916908519855,0.032253959580447064
CENS_22,-0.05552099769291328,0.028126959906025692
CENS_23,-0.04880623512874978,0.024051323781042182
SPECTRAL_CENTROID_0,0.16607077954520244,0.05525717316125047
SPECTRAL_CENTROID_1,0.08615897474066231,-0.025968752131159574
SPECTRAL_BANDWIDTH_0,0.34443672132939057,0.03953799318545613
SPECTRAL_BANDWIDTH_1,-0.00781096386749503,-0.0020007196215711134
SPECTRAL_CONTRAST_0,-0.02876617007182457,-0.020625794109635887
SPECTRAL_CONTRAST_1,0.05373133851700703,0.0023334026682720753
SPECTRAL_CONTRAST_2,-0.08290843131418366,0.03241940366814077
SPECTRAL_CONTRAST_3,-0.040892249111983824,0.08665996497370501
SPECTRAL_CONTRAST_4,-0.47383300836351816,0.1343428899540606
SPECTRAL_CONTRAST_5,0.037825475093845824,0.023748733527065767
SPECTRAL_CONTRAST_6,0.4031375551473176,-0.022916381930580744
SPECTRAL_CONTRAST_7,-0.0036929393459236835,0.018690926066373764
SPECTRAL_CONTRAST_8,0.06568734595365913,-0.0035826246547170674
SPECTRAL_CONTRAST_9,-0.026880362029510236,0.025646411806974634
SPECTRAL_CONTRAST_10,-0.007292190076537081,0.04784442801833109
SPECTRAL_CONTRAST_11,-0.13666893117462103,0.05014739047902534
SPECTRAL_CONTRAST_12,0.07960742168983279,-0.004399291696268323
SPECTRAL_CONTRAST_13,0.16918520827165398,-0.026288842932437575
SPECTRAL_FLATNESS_0,0.05060315228331897,-0.011956355813942237
SPECTRAL_FLATNESS_1,0.07756055341777222,-0.03435119265136822
SPECTRAL_ROLLOFF_0,0.22909717701697668,0.10228404815048146
SPECTRAL_ROLLOFF_1,0.11703854778354429,-0.022743992308959068
TONNETZ_0,-0.050485439971057214,0.032037856299859314
TONNETZ_1,-0.13004726501511443,0.04222808901945964
TONNETZ_2,-0.1429997198821637,0.06535182577539975
TONNETZ_3,-0.07520764206651992,0.01671661406259135
TONNETZ_4,-0.11162706939562433,0.0042107364297417444
TONNETZ_5,0.11239463471303841,-0.041765088126136635
TONNETZ_6,0.008370179421732427,0.0032007365283752416
TONNETZ_7,-0.056272931747102274,0.007813083844877297
TONNETZ_8,-0.04655958502062487,0.049690563852111194
TONNETZ_9,0.002975176856790572,0.011532698858320183
TONNETZ_10,-0.019033956662672994,0.005468629674656172
TONNETZ_11,-0.027426318160468977,0.032433254653980406
ENTROPY_0,0.07613391599139811,-0.015501436071676544
