,PC1,PC2
CHROMA_0,0.036934569095867835,-0.1875727257864146
CHROMA_1,0.01668776952830975,-0.193630709654925
CHROMA_2,0.012477420834296768,-0.22013940187519956
CHROMA_3,0.07069435907946586,-0.1977737519953635
CHROMA_4,-0.003106148441041646,-0.1477655079296515
CHROMA_5,-0.09866898121359864,-0.15036574587085044
CHROMA_6,-0.11792569434444578,-0.1396283890371387
CHROMA_7,-0.1298239218375625,-0.12308984978805965
CHROMA_8,-0.12250154504736555,-0.13088908458763177
CHROMA_9,-0.09845114311870422,-0.14559766738781826
CHROMA_10,-0.06109832892332584,-0.15448070366775138
CHROMA_11,0.023206559552771663,-0.1655857714522919
CHROMA_12,0.02869450311002126,0.2481432430689048
CHROMA_13,0.008215570914100764,0.2639298051623529
CHROMA_14,-0.012803643081687676,0.26245793916132276
CHROMA_15,-0.036579263642551756,0.22223438641177062
CHROMA_16,-0.016701580544172607,0.21730675427211266
CHROMA_17,0.03558607137751165,0.22434888507136055
CHROMA_18,0.05750847418402465,0.19652322448394072
CHROMA_19,0.05801746001941666,0.14336783006132783
CHROMA_20,0.05872426692615063,0.1536037721886771
CHROMA_21,0.05391547450330937,0.2062171532718065
CHROMA_22,0.03863134319751865,0.19789768438689867
CHROMA_23,0.04166834491967037,0.2098438389014573
CENS_0,0.04459801157723868,-0.033528463295249784
CENS_1,0.04207312970084028,-0.08502035828178363
CENS_2,0.057179774669582475,-0.06294326013578189
CENS_3,0.05864940938144075,-0.05624584813138307
CENS_4,0.06429622152641602,-0.0830868805316804
CENS_5,0.07367932438413322,-0.042162359344116246
CENS_6,0.05513845291824503,-0.02501406805120516
CENS_7,-0.1936408723756037,0.06715829660774919
CENS_8,-0.085488741704871,0.07492280386438595
CENS_9,0.09493798552557853,0.04519764670320959
CENS_10,0.11739343660870834,0.0474620065100041
CENS_11,0.1286154094310851,0.06279629114176775
CENS_12,-0.03923610948655355,-0.0005876799807857555
CENS_13,-0.047801326182506855,0.030366839875396942
CENS_14,-0.035612606296134566,0.006946269251079937
CENS_15,-0.0129512186848802,0.019919218028245683
CENS_16,-0.03281942581364944,-0.00875167451495386
CENS_17,-0.026683597511346815,0.006551790672058444
CENS_18,-0.06073727642407787,0.02705670048739623
CENS_19,-0.084693006582347,0.04554596382835027
CENS_20,-0.021408054553101595,0.016106989062433436
CENS_21,-0.03959991690499111,0.0322539592973459
CENS_22,-0.055520997692204525,0.028126959748679466
CENS_23,-0.04880623513000384,0.024051324051809004
SPECTRAL_CENTROID_0,0.166070779539769,0.05525717277292215
SPECTRAL_CENTROID_1,0.08615897474153533,-0.025968752439380804
SPECTRAL_BANDWIDTH_0,0.34443672132498443,0.03953799282995723
SPECTRAL_BANDWIDTH_1,-0.007810963863318189,-0.002000719729767538
SPECTRAL_CONTRAST_0,-0.028766170071994432,-0.020625794055504423
SPECTRAL_CONTRAST_1,0.053731338517539064,0.002333402687455818
SPECTRAL_CONTRAST_2,-0.0829084313146975,0.03241940331566259
SPECTRAL_CONTRAST_3,-0.04089224911502914,0.08665996488276352
SPECTRAL_CONTRAST_4,-0.4738330083637284,0.13434288985232065
SPECTRAL_CONTRAST_5,0.03782547509134162,0.023748733336790083
SPECTRAL_CONTRAST_6,0.4031375551500973,-0.02291638158059345
SPECTRAL_CONTRAST_7,-0.00369293934751693,0.01869092601753531
SPECTRAL_CONTRAST_8,0.06568734595316347,-0.0035826244939634764
SPECTRAL_CONTRAST_9,-0.02688036202986942,0.02564641154250287
SPECTRAL_CONTRAST_10,-0.0072921900796738826,0.0478444277631538
SPECTRAL_CONTRAST_11,-0.136668931175416,0.05014739050574194
SPECTRAL_CONTRAST_12,0.07960742168800122,-0.004399291812392038
SPECTRAL_CONTRAST_13,0.16918520827204803,-0.026288842943236083
SPECTRAL_FLATNESS_0,0.05060315228169148,-0.011956355986421714
SPECTRAL_FLATNESS_1,0.07756055341595666,-0.034351192860860275
SPECTRAL_ROLLOFF_0,0.22909717700485063,0.10228404703367791
SPECTRAL_ROLLOFF_1,0.11703854779083192,-0.022743992610649532
TONNETZ_0,-0.05048543995871395,0.03203785528548466
TONNETZ_1,-0.13004726501159783,0.04222808952985287
TONNETZ_2,-0.1429997198821339,0.06535182596828298
TONNETZ_3,-0.07520764206155454,0.016716614252780888
TONNETZ_4,-0.11162706939354672,0.004210736535266591
TONNETZ_5,0.11239463470704991,-0.041765087742186645
TONNETZ_6,0.008370179425691451,0.003200736056787833
TONNETZ_7,-0.056272931740555296,0.007813083897667633
TONNETZ_8,-0.0465595850152014,0.04969056352345634
TONNETZ_9,0.002975176858866352,0.011532698738540762
TONNETZ_10,-0.019033956658911878,0.005468629532223246
TONNETZ_11,-0.02742631815313487,0.03243325451295898
ENTROPY_0,0.07613391599016879,-0.015501435592352687
