,PC1,PC2
CHROMA_0,0.036934569092196334,-0.18757272572365644
CHROMA_1,0.016687769523938172,-0.1936307095238173
CHROMA_2,0.01247742082922434,-0.22013940168060225
CHROMA_3,0.07069435907408655,-0.19777375152278578
CHROMA_4,-0.003106148443346238,-0.14776550747877606
CHROMA_5,-0.09866898121350791,-0.15036574579547174
CHROMA_6,-0.11792569434261439,-0.13962838925398366
CHROMA_7,-0.1298239218349786,-0.12308985009427897
CHROMA_8,-0.12250154504570675,-0.13088908482045247
CHROMA_9,-0.09845114311897141,-0.14559766749764827
CHROMA_10,-0.06109832892488667,-0.1544807037611261
CHROMA_11,0.02320655955014273,-0.16558577152552714
CHROMA_12,0.0286945031080098,0.2481432432739982
CHROMA_13,0.008215570913427473,0.2639298052793583
CHROMA_14,-0.012803643080538767,0.26245793913693743
CHROMA_15,-0.036579263639776836,0.22223438615073096
CHROMA_16,-0.01670158054361323,0.2173067540332777
CHROMA_17,0.03558607137594201,0.22434888503082043
CHROMA_18,0.05750847418039769,0.19652322475680678
CHROMA_19,0.058017460015138037,0.1433678304239208
CHROMA_20,0.058724266922896555,0.15360377246298568
CHROMA_21,0.05391547450088406,0.20621715346958958
CHROMA_22,0.03863134319599859,0.1978976845268926
CHROMA_23,0.04166834491775974,0.20984383909216425
CENS_0,0.0445980115847347,-0.03352846375388975
CENS_1,0.042073129707516616,-0.08502035844803162
CENS_2,0.05717977465863757,-0.06294325963203398
CENS_3,0.05864940938457434,-0.05624584857520265
CENS_4,0.06429622151591344,-0.08308687973291645
CENS_5,0.07367932438847262,-0.04216235979085981
CENS_6,0.05513845292355403,-0.025014068669972904
CENS_7,-0.1936408723761742,0.0671582966526337
CENS_8,-0.08548874170583229,0.07492280402848239
CENS_9,0.0949379855239005,0.045197646983068704
CENS_10,0.11739343661032399,0.047462006522035624
CENS_11,0.12861540943280705,0.06279629112787821
CENS_12,-0.039236109485685,-0.0005876798887839961
CENS_13,-0.04780132618688065,0.030366840371263245
CENS_14,-0.035612606297557095,0.006946269343961678
CENS_15,-0.012951218684289452,0.019919217832067914
CENS_16,-0.032819425822066026,-0.008751673866101883
CENS_17,-0.02668359751235606,0.0065517906897055505
CENS_18,-0.060737276406314634,0.02705669806200409
CENS_19,-0.0846930065829549,0.045545963730271616
CENS_20,-0.021408054555261326,0.016106989198241734
CENS_21,-0.039599916906867844,0.03225395951544033
CENS_22,-0.055520997692586116,0.028126959821219138
CENS_23,-0.04880623512848946,0.024051323863101937
SPECTRAL_CENTROID_0,0.1660707795393151,0.0552571724878665
SPECTRAL_CENTROID_1,0.08615897473834003,-0.025968752447445773
SPECTRAL_BANDWIDTH_0,0.34443672132473574,0.03953799259339247
SPECTRAL_BANDWIDTH_1,-0.007810963866237839,-0.0020007195473330163
SPECTRAL_CONTRAST_0,-0.028766170071211985,-0.020625794032433347
SPECTRAL_CONTRAST_1,0.05373133851708549,0.0023334026765325895
SPECTRAL_CONTRAST_2,-0.0829084313191445,0.03241940319215166
SPECTRAL_CONTRAST_3,-0.04089224911356057,0.08665996472750513
SPECTRAL_CONTRAST_4,-0.47383300836576164,0.1343428897818373
SPECTRAL_CONTRAST_5,0.03782547509181307,0.023748733281060405
SPECTRAL_CONTRAST_6,0.40313755515243377,-0.022916381399929502
SPECTRAL_CONTRAST_7,-0.0036929393470814106,0.018690925908219944
SPECTRAL_CONTRAST_8,0.06568734595372874,-0.003582624628039451
SPECTRAL_CONTRAST_9,-0.026880362034021478,0.025646411376031845
SPECTRAL_CONTRAST_10,-0.007292190079930577,0.04784442753318453
SPECTRAL_CONTRAST_11,-0.13666893117529474,0.050147390411596264
SPECTRAL_CONTRAST_12,0.07960742168836743,-0.004399291918522632
SPECTRAL_CONTRAST_13,0.16918520827159697,-0.026288842981007875
SPECTRAL_FLATNESS_0,0.050603152280769614,-0.011956356118588604
SPECTRAL_FLATNESS_1,0.07756055341498502,-0.034351193008626026
SPECTRAL_ROLLOFF_0,0.22909717700258306,0.10228404643496847
SPECTRAL_ROLLOFF_1,0.11703854778515636,-0.02274399230837579
TONNETZ_0,-0.05048543997109137,0.032037856113352366
TONNETZ_1,-0.13004726501232514,0.04222808948904294
TONNETZ_2,-0.14299971988239424,0.06535182584671552
TONNETZ_3,-0.07520764206047777,0.016716614564832262
TONNETZ_4,-0.11162706939155694,0.004210736745442826
TONNETZ_5,0.1123946347119381,-0.04176508817973467
TONNETZ_6,0.00837017942197675,0.003200736355552539
TONNETZ_7,-0.05627293174337589,0.007813084253009467
TONNETZ_8,-0.046559585019021785,0.04969056385791179
TONNETZ_9,0.0029751768572855437,0.011532698817455334
TONNETZ_10,-0.019033956660895333,0.0054686297726193175
TONNETZ_11,-0.027426318156510615,0.03243325489960135
ENTROPY_0,0.07613391599552939,-0.015501435591719985
