,PC1,PC2
CHROMA_0,0.03693456909283047,-0.18757272553595536
CHROMA_1,0.016687769524630282,-0.19363070942491076
CHROMA_2,0.01247742082989526,-0.22013940167234455
CHROMA_3,0.07069435907451763,-0.1977737518522142
CHROMA_4,-0.0031061484434734147,-0.1477655077604719
CHROMA_5,-0.09866898121384729,-0.15036574586142762
CHROMA_6,-0.11792569434308899,-0.13962838909361178
CHROMA_7,-0.12982392183522554,-0.12308984983132557
CHROMA_8,-0.12250154504567994,-0.13088908455215098
CHROMA_9,-0.09845114311867345,-0.14559766722163167
CHROMA_10,-0.0610983289244044,-0.1544807034433238
CHROMA_11,0.023206559550732385,-0.16558577121026719
CHROMA_12,0.02869450310793509,0.24814324325761214
CHROMA_13,0.008215570913048066,0.26392980529532684
CHROMA_14,-0.012803643081057484,0.2624579391991869
CHROMA_15,-0.036579263640085645,0.22223438635495768
CHROMA_16,-0.01670158054338341,0.21730675424595505
CHROMA_17,0.035586071376646884,0.22434888516988769
CHROMA_18,0.057508474181097786,0.1965232246113478
CHROMA_19,0.05801746001558795,0.14336783017822524
CHROMA_20,0.05872426692311591,0.15360377227076652
CHROMA_21,0.05391547450107152,0.20621715334530574
CHROMA_22,0.03863134319611848,0.19789768445874953
CHROMA_23,0.04166834491787557,0.2098438390576252
CENS_0,0.044598011583942665,-0.03352846422090917
CENS_1,0.04207312970762595,-0.08502035868948561
CENS_2,0.05717977465975286,-0.06294325888504347
CENS_3,0.0586494093852072,-0.05624584831518704
CENS_4,0.0642962215156913,-0.08308687958745471
CENS_5,0.07367932438718311,-0.04216236006628178
CENS_6,0.05513845292380986,-0.025014068494224363
CENS_7,-0.19364087237618952,0.06715829658516055
CENS_8,-0.08548874170576494,0.07492280394033697
CENS_9,0.09493798552347867,0.04519764687691756
CENS_10,0.11739343660993184,0.04746200635511364
CENS_11,0.12861540943275523,0.06279629097996832
CENS_12,-0.03923610948682448,-0.0005876802017158097
CENS_13,-0.04780132618822124,0.030366840338961015
CENS_14,-0.035612606297473384,0.006946269646665285
CENS_15,-0.012951218683792906,0.01991921804841166
CENS_16,-0.03281942582178122,-0.008751673518486833
CENS_17,-0.02668359751472145,0.0065517902336664
CENS_18,-0.06073727640373189,0.027056699106475138
CENS_19,-0.08469300658288932,0.04554596377120349
CENS_20,-0.02140805455493698,0.016106989317048175
CENS_21,-0.03959991690632947,0.03225395967163843
CENS_22,-0.05552099769202267,0.028126960020875197
CENS_23,-0.048806235127302554,0.024051324124718255
SPECTRAL_CENTROID_0,0.16607077953970634,0.05525717284539309
SPECTRAL_CENTROID_1,0.08615897473889617,-0.0259687521793206
SPECTRAL_BANDWIDTH_0,0.34443672132500214,0.03953799291504441
SPECTRAL_BANDWIDTH_1,-0.007810963866003019,-0.002000719507186672
SPECTRAL_CONTRAST_0,-0.028766170071574827,-0.02062579413099754
SPECTRAL_CONTRAST_1,0.05373133851770492,0.002333402759874746
SPECTRAL_CONTRAST_2,-0.08290843131831191,0.0324194034951443
SPECTRAL_CONTRAST_3,-0.040892249113403466,0.08665996485228626
SPECTRAL_CONTRAST_4,-0.4738330083651173,0.13434288993236976
SPECTRAL_CONTRAST_5,0.03782547509129504,0.023748733286292012
SPECTRAL_CONTRAST_6,0.4031375551516468,-0.02291638172746645
SPECTRAL_CONTRAST_7,-0.0036929393468755956,0.018690926020482897
SPECTRAL_CONTRAST_8,0.06568734595460486,-0.003582624493103757
SPECTRAL_CONTRAST_9,-0.026880362033086094,0.02564641172212614
SPECTRAL_CONTRAST_10,-0.007292190079313937,0.047844427854107224
SPECTRAL_CONTRAST_11,-0.13666893117510867,0.05014739049326974
SPECTRAL_CONTRAST_12,0.07960742168834661,-0.004399291829330282
SPECTRAL_CONTRAST_13,0.16918520827184333,-0.026288842897444206
SPECTRAL_FLATNESS_0,0.05060315228118132,-0.011956355906824397
SPECTRAL_FLATNESS_1,0.07756055341539056,-0.03435119276374812
SPECTRAL_ROLLOFF_0,0.22909717700355592,0.10228404733870064
SPECTRAL_ROLLOFF_1,0.11703854778557854,-0.022743992184643125
TONNETZ_0,-0.050485439970808635,0.032037856503438336
TONNETZ_1,-0.13004726501261202,0.04222808940856872
TONNETZ_2,-0.14299971988181628,0.06535182599557353
TONNETZ_3,-0.07520764206167418,0.016716613905709415
TONNETZ_4,-0.11162706939192144,0.004210736318412008
TONNETZ_5,0.11239463471171557,-0.041765088222409354
TONNETZ_6,0.008370179422078065,0.0032007364563724962
TONNETZ_7,-0.056272931744566976,0.007813083936343753
TONNETZ_8,-0.04655958501920699,0.049690563813176755
TONNETZ_9,0.00297517685766294,0.011532698926553887
TONNETZ_10,-0.019033956661005227,0.0054686296892857205
TONNETZ_11,-0.02742631815681794,0.03243325470536824
ENTROPY_0,0.076133915994712,-0.015501435982315138
